,Review,Score,Source
2464,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,amazon
2465,"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,amazon
2466,It was a great phone.,1,amazon
2467,if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,amazon
2468,"Good value, works fine - power via USB, car, or wall outlet.",1,amazon
2469,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,amazon
2470,This is simply the BEST bluetooth headset for sound quality!,1,amazon
2471,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,amazon
2472,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,amazon
2473,I have always used corded headsets and the freedom from the wireless is very helpful.,1,amazon
2474,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,amazon
2475,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,amazon
2476,It has everything I need and I couldn't ask for more.,1,amazon
2477,After receiving and using the product for just 2 days it broke.,0,amazon
2478,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,amazon
2479,None of the three sizes they sent with the headset would stay in my ears.,0,amazon
2480,T-Mobile has the best customer service anywhere.,1,amazon
2481,Arrived quickly and much less expensive than others being sold.,1,amazon
2482,We have tried 2 units and they both failed within 2 months.. Pros,0,amazon
2483,"Provides good protection and looks classy, too.",1,amazon
2484,Krussel Always good.,1,amazon
2485,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,amazon
2486,The design is very good.4.,1,amazon
2487,I great reception all the time.,1,amazon
2488,I would highly recommend this product.,1,amazon
2489,"Couldn't use the unit with sunglasses, not good in Texas!",0,amazon
2490,It dit not work most of the time with my Nokia 5320.,0,amazon
2491,"Bought mainly for the charger, which broke soon after purchasing.",0,amazon
2492,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0,amazon
2493,Fantastic buy and will get again for whatever my next phone is,1,amazon
2494,"stay away from this store, be careful.",0,amazon
2495,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,amazon
2496,Does not fit.,0,amazon
2497,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,amazon
2498,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,amazon
2499,disappointing.,0,amazon
2500,Blue Ant is easy to use.,1,amazon
2501,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,amazon
2502,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,amazon
2503,Then a few days later the a puff of smoke came out of the phone while in use.,0,amazon
2504,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,amazon
2505,The nano stated it.My son was dissapointed.,0,amazon
2506,The sound quality is excellent as well.,1,amazon
2507,Its the best headset I have used.,1,amazon
2508,Would not reccommend.,0,amazon
2509,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,amazon
2510,Just what I wanted.,1,amazon
2511,This particular model would not work with my Motorola Q smartphone.,0,amazon
2512,wont work right or atleast for me.,0,amazon
2513,in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,amazon
2514,"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,amazon
2515,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,amazon
2516,Great product.,1,amazon
2517,Crisp and Clear.,1,amazon
2518,AFter the first charge kept going dead after 12 minutes.,0,amazon
2519,"VERY cheap plastic, creaks like an old wooden floor.",0,amazon
2520,"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,amazon
2521,The reception has been generally good.,1,amazon
2522,"Excellent sound, battery life and inconspicuous to boot!.",1,amazon
2523,Great bluetooth!.,1,amazon
2524,I highly recommend this case.,1,amazon
2525,WORTHWHILE.,1,amazon
2526,This is a great deal.,1,amazon
2527,"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,amazon
2528,I am sorry I made this purchase.,0,amazon
2529,I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,amazon
2530,Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,amazon
2531,It was horrible!.,0,amazon
2532,I don't think it would hold it too securly on your belt.,0,amazon
2533,This allows the possibility of double booking for the same date and time after the first.,0,amazon
2534,They work about 2 weeks then break.,0,amazon
2535,It is simple to use and I like it.,1,amazon
2536,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,amazon
2537,I can't use this case because the smell is disgusting.,0,amazon
2538,NOT WHAT I WANTED.,0,amazon
2539,I own 2 of these cases and would order another.,1,amazon
2540,Great Phone.,1,amazon
2541,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,amazon
2542,"The internet access was fine, it the rare instance that it worked.",0,amazon
2543,Perfect for the PS3.,1,amazon
2544,"Five star Plus, plus.",1,amazon
2545,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,amazon
2546,$50 Down the drain.,0,amazon
2547,I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,amazon
2548,"Good , works fine.",1,amazon
2549,For the price this was a great deal.,1,amazon
2550,"Great price, too!",1,amazon
2551,"If there is a wind, it is completely useless.",0,amazon
2552,Yes it's shiny on front side - and I love it!,1,amazon
2553,Does Not Work.,0,amazon
2554,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,amazon
2555,The reception through this headset is excellent.,1,amazon
2556,2 thumbs up to this seller,1,amazon
2557,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,amazon
2558,Improper description.... I had to return it.,0,amazon
2559,#1 It Works - #2 It is Comfortable.,1,amazon
2560,Battery charge-life is quite long.,1,amazon
2561,The Jabra EarGels fit my ears very well.,1,amazon
2562,Battery has no life.,0,amazon
2563,I checked everywhere and there is no feature for it which is really disappointing.,0,amazon
2564,Product is exactly as described.,1,amazon
2565,Gets a signal when other Verizon phones won't.,1,amazon
2566,Doesn't do the job.,0,amazon
2567,I would recommend it.,1,amazon
2568,Plan on ordering from them again and again.,1,amazon
2569,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,amazon
2570,I have been very satisfied with this cell phone from day one.,1,amazon
2571,They keep getting better and better (this is my third one and I've had numerous Palms too).,1,amazon
2572,Awkward to use and unreliable.,0,amazon
2573,The shipping time was also very quick!,1,amazon
2574,Not as good as I had hoped.,0,amazon
2575,Good case!.,1,amazon
2576,Doesn't Work.,0,amazon
2577,Really good product.,1,amazon
2578,Unfortunately it did not work.,0,amazon
2579,All three broke within two months of use.,0,amazon
2580,dont buy it.,0,amazon
2581,"My father has the V265, and the battery is dying.",0,amazon
2582,"However, the ear pads come off easily and after only one week I lost one.",0,amazon
2583,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,amazon
2584,"Horrible, horrible protector.",0,amazon
2585,I don't like this Nokia either.,0,amazon
2586,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,amazon
2587,I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,amazon
2588,It would take too long to describe how bad my customer service experience has been with Amazon.,0,amazon
2589,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,amazon
2590,Terrible.. My car will not accept this cassette.,0,amazon
2591,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,amazon
2592,It's not what it says it is.,0,amazon
2593,Stay Away From the Q!.,0,amazon
2594,Used and dirty.,0,amazon
2595,Very unreliable service from T-mobile !,0,amazon
2596,Not good enough for the price.,0,amazon
2597,I bought two of them and neither will charge.,0,amazon
2598,It looks very nice.,1,amazon
2599,"This is an excellent tool, especially when paired with your phone's auto-answer.",1,amazon
2600,I have read other's reviews here but I haven't had any problem with it.,1,amazon
2601,These products cover up the important light sensor above the ear outlet.,0,amazon
2602,Comfortable in my hand.,1,amazon
2603,Just does not work.,0,amazon
2604,Poor Reliability.,0,amazon
2605,(It works!),1,amazon
2606,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,amazon
